url,label
https://wikipedia.org/security?ref=65,0
http://43.128.89.29/bank/secure/urgent,1
https://tinyurl.com/verify-bank-account-154,1
http://cloudflare.com/update?ref=69,0
http://175.32.237.233/restore?email=user@example.com,1
https://rb.gy/wallet-confirm-134,1
http://google.com/update,0
http://npmjs.com/account/settings?ref=178,0
https://google-login-verify-account-16.secure-login-example.bad/confirm,1
http://cloudflare.com/,0
https://attacker.bad/login/verify,1
http://49.39.151.217/signin/payment,1
http://111.28.3.53/secure/update,1
https://rb.gy/payment-urgent-3,1
https://github.com/login,0
https://www.scikit-learn.org/verify-email?ref=109,0
http://50.25.41.70/password/reset,1
https://docs.python.org/3/,0
http://107.117.181.19/wallet/verify?payment=1,1
https://paypal.com.security-update-login.bad/bank/secure/urgent,1
https://google.com@test-phishing.local/account,1
https://www.pypi.org/docs?page=7&lang=ru,0
https://wikipedia.org/account/settings,0
https://www.openstreetmap.org/update,0
https://google.com@bonus-gift-prize.example.net/restore?email=user@example.com,1
https://cutt.ly/login-secure-update-159,1
https://www.gosuslugi.ru/search?q=phishing?page=12&lang=ru,0
https://verify-account.example.com@attacker.bad/confirm,1
http://191.224.224.135/free/login,1
http://bbc.com/password/reset,0
https://bank.com@test-phishing.local/signin/payment,1
https://stackoverflow.com/news?ref=208,0
https://cutt.ly/verify-bank-account-109,1
http://xn--gogle-85.example/account/verify?user=client,1
https://www.owasp.org/password/reset,0
https://www.pypi.org/security,0
https://habr.com/billing?ref=190,0
https://python.org/mail/u/0/?page=5&lang=ru,0
https://bank.com@secure-update-login-user.example.com.evil.bad/secure/update,1
http://xn--paypa1-84.example/password/reset,1
https://www.npmjs.com/password/reset,0
https://sberbank.ru@test-phishing.local/signin/payment,1
https://hse-login-verify-account-8.secure-update-login-user.example.com.evil.bad/account/verify?user=client,1
http://pandas.pydata.org/docs?page=14&lang=ru,0
https://www.wikipedia.org/,0
https://cloudflare.com/security?page=16&lang=ru,0
https://www.scikit-learn.org/privacy?page=8&lang=ru,0
https://www.gitlab.com/search?q=phishing?page=7&lang=ru,0
https://www.habr.com/api/reference,0
http://181.47.216.131/billing/confirm,1
http://microsoft.com/billing,0
https://rb.gy/login-secure-update-63,1
https://t.co/wallet-confirm-96,1
https://nalog.gov.ru/api/reference,0
https://docs.python.org/download?page=4&lang=ru,0
http://bbc.com/verify-email,0
https://scikit-learn.org/search?q=phishing,0
https://google-login-verify-account-15.xn--paypa1-l2a.example/unlock/limited,1
http://xn--gogle-40.example/confirm,1
https://google-login-verify-account-11.secure-update-login-user.example.com.evil.bad/billing/confirm,1
https://numpy.org/mail/u/0/,0
http://xn--paypa1-73.example/secure/update,1
https://www.python.org/security?ref=35,0
https://hse.ru/learn/security,0
https://www.google.com/password/reset?ref=171,0
https://test-phishing.local/bank/secure/urgent,1
http://154.205.35.37/restore?email=user@example.com,1
https://microsoft-login-verify-account-14.wallet-payment-confirm.example.invalid/bank/secure/urgent,1
https://bonus-gift-prize.example.net/password/reset,1
http://openstreetmap.org/privacy,0
http://kaggle.com/profile,0
https://sberbank-login-verify-account-16.bonus-gift-prize.example.net/secure/update,1
https://flask.palletsprojects.com/password/reset,0
https://login-verify-account.example.bad/account/verify?user=client,1
http://google.com/api/reference,0
http://xn--sberbnk-48.example/bank/secure/urgent,1
http://cloudflare.com/privacy?page=9&lang=ru,0
https://paypal-login-verify-account-0.secure-update-login-user.example.com.evil.bad/free/login,1
https://www.coursera.org/mail/u/0/,0
https://rb.gy/payment-urgent-83,1
https://docs.python.org/news,0
https://bank.com@bonus-gift-prize.example.net/account/verify?user=client,1
https://bonus-gift-prize.example.net/billing/confirm,1
https://www.google.com/search?q=test,0
https://python.org/learn/security,0
http://xn--sberbnk-20.example/bank/secure/urgent,1
http://xn--paypa1-16.example/wallet/verify?payment=1,1
http://215.70.128.14/bank/secure/urgent,1
http://example.com/privacy?ref=40,0
https://t.co/verify-bank-account-193,1
http://medium.com/download?page=1&lang=ru,0
http://xn--sberbnk-11.example/account,1
https://www.stackoverflow.com/support?page=12&lang=ru,0
https://microsoft-login-verify-account-5.secure-login-example.bad/wallet/verify?payment=1,1
https://developer.chrome.com/verify-email,0
http://211.105.35.213/signin/payment,1
https://sberbank.ru@attacker.bad/unlock/limited,1
http://gosuslugi.ru/security?page=2&lang=ru,0
https://secure-update-login-user.example.com.evil.bad/secure/update,1
https://pypi.org/security?ref=102,0
http://206.70.130.75/billing/confirm,1
https://github.com/api/reference?ref=112,0
http://secure-login-example.bad/account/verify?user=client,1
http://222.84.224.12/wallet/verify?payment=1,1
https://www.stackoverflow.com/docs,0
http://xn--gogle-47.example/password/reset,1
https://flask.palletsprojects.com/learn/security?page=9&lang=ru,0
http://187.153.14.12/billing/confirm,1
https://sberbank-login-verify-account-2.free-gift-wallet-login.example.org/wallet/verify?payment=1,1
http://bbc.com/mail/u/0/?ref=235,0
https://t.co/login-secure-update-25,1
http://45.19.146.235/unlock/limited,1
https://mail.google.com/password/reset,0
http://26.64.140.160/bank/secure/urgent,1
https://cloudflare.com/update,0
http://xn--sberbnk-58.example/restore?email=user@example.com,1
https://hse.ru@wallet-payment-confirm.example.invalid/account,1
https://example.com,0
https://example.com/mail/u/0/,0
https://gosuslugi.ru/privacy,0
http://xn--paypa1-15.example/account/verify?user=client,1
http://xn--sberbnk-92.example/signin/payment,1
https://sberbank-login-verify-account-13.support-account-unlock.example.co/bank/secure/urgent,1
http://npmjs.com/password/reset,0
http://vk.com/profile?page=15&lang=ru,0
http://scikit-learn.org/password/reset?page=12&lang=ru,0
http://telegram.org/,0
http://scikit-learn.org/update?ref=228,0
https://stackoverflow.com/learn/security,0
https://google.com@xn--paypa1-l2a.example/account,1
http://wikipedia.org/mail/u/0/,0
https://t.co/wallet-confirm-151,1
http://owasp.org/learn/security,0
https://yandex.ru/help,0
https://habr.com/verify-email,0
https://wikipedia.org/mail/u/0/?ref=189,0
https://docs.python.org/login?ref=59,0
https://www.pypi.org/api/reference,0
https://google.com/help,0
https://tinyurl.com/wallet-confirm-99,1
https://www.owasp.org/learn/security,0
https://hse.ru@login-verify-account.example.bad/confirm,1
https://www.coursera.org/help,0
http://npmjs.com/download?ref=227,0
https://bank-update.verify-account-login.example.net/password/reset,1
https://hse-login-verify-account-4.paypal.com.security-update-login.bad/free/login,1
https://stackoverflow.com/questions/12345,0
https://mail.google.com/update,0
http://openstreetmap.org/search?q=phishing,0
http://tinkoff.ru/privacy,0
https://sberbank-login-verify-account-2.evil-login.bad/confirm,1
https://wikipedia.org/learn/security,0
https://docs.github.com/password/reset,0
https://sberbank-login-verify-account-17.support-account-unlock.example.co/login/verify,1
http://scikit-learn.org/update,0
http://223.76.216.29/signin/payment,1
https://google.com@login-verify-account.example.bad/signin/payment,1
http://xn--paypa1-3.example/secure/update,1
https://cutt.ly/verify-bank-account-248,1
https://gitlab.com/support,0
http://77.26.64.190/wallet/verify?payment=1,1
https://sberbank.ru@account-restore-limited.example.invalid/free/login,1
https://numpy.org/help,0
https://attacker.bad/secure/update,1
https://www.hse.ru/news,0
http://coursera.org/download?ref=47,0
http://114.79.38.121/signin/payment,1
https://npmjs.com/update,0
https://wallet-payment-confirm.example.invalid/account/verify?user=client,1
https://google.com@login-verify-account.example.bad/confirm,1
