url,label
https://bbc.com/blog/article?page=4&lang=ru,0
http://sber--49183--auth--client.example.xyz/wallet/verify?email=user49183@example.com,1
http://87.157.167.57/session/token?continue=https://vk.com/account,1
https://tinyurl.com/tinkoff-verify-account-15674,1
https://office-security-support-670.example.top:8443/wallet/verify?redirect=https://office.com/login,1
https://office-login-verify-account-59.payment-billing-support.example.xyz/session/token?redirect=https://office.com/login,1
https://vk.com/support?page=14&lang=ru,0
https://example.com/download?page=19&lang=ru,0
https://cutt.ly/discord-verify-account-25154,1
https://kaggle.com/profile?page=7&lang=ru,0
https://pandas.pydata.org/learn/security?page=4&lang=ru,0
http://sberbank.ru/download?page=21&lang=ru,0
https://tinyurl.com/amazon-verify-account-29114,1
https://developer.mozilla.org/?page=7&lang=ru,0
https://www.npmjs.com/mail/u/0/?page=17&lang=ru,0
https://rb.gy/sberbank-verify-account-17642,1
https://paypal.com@wallet-payment-confirm.example.invalid/restore,1
https://bbc.com/blog/article?page=14&lang=ru,0
https://secure.sberbank.account.login.verify.payment-billing-support.example.xyz/restore?email=user15685@example.com,1
http://tinkoff--44687--auth--client.example.xyz/signin/payment?continue=https://tinkoff.com/account,1
https://discord.com@account-restore-client.example.top/confirm,1
https://secure.facebook.account.login.verify.secure-login-example.bad/bank/secure/urgent?session=locked-45189,1
http://npmjs.com/docs?page=16&lang=ru,0
https://google-login-verify-account-45.secure-update-login-user.example.com.evil.bad/billing/confirm?token=verify-43016,1
https://wikipedia.org/search?page=5&lang=ru,0
http://xn--paypa1-l2a.example/wallet/verify?email=user41227@example.com,1
https://cloudflare.com/privacy?page=28&lang=ru,0
http://yandex--48199--auth--client.example.xyz/secure/update?email=user48199@example.com,1
https://www.yandex.ru/api/reference?page=30&lang=ru,0
http://tinkoff--11399--auth--client.example.xyz/confirm?continue=https://tinkoff.com/account,1
https://habr.com/?page=19&lang=ru,0
https://bbc.com/docs/reference?page=13&lang=ru,0
https://gosuslugi.com@secure-update-login-user.example.com.evil.bad/account/verify?token=verify-39380,1
https://microsoft.com@secure-update-login-user.example.com.evil.bad/unlock/limited?token=verify-42980,1
https://www.stackoverflow.com/learn/security?page=24&lang=ru,0
https://office.com@account-restore-client.example.top/secure/update,1
https://secure.g00gle.account.login.verify.test-phishing.local/restore?email=user11629@example.com,1
https://yandex.ru/profile?page=29&lang=ru,0
https://hse.ru/api/reference?page=4&lang=ru,0
https://steam-security-support-366.example.top:8443/client/cabinet/auth?redirect=https://steam.com/login,1
https://cloudflare.com/blog/article?page=2&lang=ru,0
https://yandex.com@verify-session-token.example.click/secure/update?token=verify-17324,1
http://microsoft.com/api/reference?page=26&lang=ru,0
http://gitlab.com/search?page=21&lang=ru,0
https://www.google.com/download?page=15&lang=ru,0
https://vk.com/api/reference?page=22&lang=ru,0
https://g00gle-security-support-926.example.top:8443/restore?token=verify-48926,1
https://hse.ru/download?page=15&lang=ru,0
https://sberbank.com@bonus-gift-prize.example.net/restore?redirect=https://sberbank.com/login,1
https://vk-security-support-830.example.top:8443/wallet/verify,1
https://www.scikit-learn.org/search?page=19&lang=ru,0
https://steam-login-verify-account-32.secure-update-login-user.example.com.evil.bad/billing/confirm?token=verify-14000,1
https://steam.com@payment-billing-support.example.xyz/confirm?redirect=https://steam.com/login,1
http://google.com/docs?page=26&lang=ru,0
https://openstreetmap.org/?page=9&lang=ru,0
https://gosuslugi.ru/blog/article?page=2&lang=ru,0
https://secure.discord.account.login.verify.account-restore-client.example.top/wallet/verify?session=locked-18789,1
https://yandex.ru/download?page=3&lang=ru,0
https://vk.com/privacy?page=12&lang=ru,0
https://example.com/download?page=3&lang=ru,0
https://habr.com/docs/reference?page=15&lang=ru,0
https://example.com/docs?page=14&lang=ru,0
https://openstreetmap.org/privacy?page=24&lang=ru,0
https://tinyurl.com/microsoft-verify-account-32530,1
https://paypa1-login-verify-account-17.account-restore-client.example.top/billing/confirm,1
http://xn--gogle-85.example/password/reset?session=locked-6795,1
https://www.gitlab.com/help?page=13&lang=ru,0
https://pandas.pydata.org/account/settings?page=18&lang=ru,0
http://microsoft--43455--auth--client.example.xyz/password/reset?session=locked-43455,1
http://paypa1--47087--auth--client.example.xyz/bank/secure/urgent?continue=https://paypa1.com/account,1
https://www.example.com/account/settings?page=10&lang=ru,0
http://github.com/account/settings?page=26&lang=ru,0
http://xn--paypa1-l2a.example/wallet/verify?email=user44971@example.com,1
https://amazon-security-support-622.example.top:8443/billing/confirm?redirect=https://amazon.com/login,1
https://microsoft.com/profile?page=5&lang=ru,0
https://tinkoff.com@payment-billing-support.example.xyz/bank/secure/urgent?redirect=https://tinkoff.com/login,1
https://pandas.pydata.org/search?page=3&lang=ru,0
http://wikipedia.org/docs?page=6&lang=ru,0
https://paypal.com@verify-session-token.example.click/signin/payment?token=verify-40436,1
https://developer.mozilla.org/?page=13&lang=ru,0
http://office--2359--auth--client.example.xyz/signin/payment?email=user2359@example.com,1
https://pandas.pydata.org/docs/reference?page=13&lang=ru,0
https://secure.yandex.account.login.verify.payment-billing-support.example.xyz/restore?email=user34405@example.com,1
https://tinkoff-security-support-982.example.top:8443/session/token,1
http://habr.com/help?page=21&lang=ru,0
https://npmjs.com/help?page=19&lang=ru,0
https://gitlab.com/account/settings?page=28&lang=ru,0
https://google.com/privacy?page=30&lang=ru,0
https://sber-security-support-278.example.top:8443/secure/update,1
https://bbc.com/learn/security?page=2&lang=ru,0
https://mozilla.org/download?page=25&lang=ru,0
https://sber.com@wallet-payment-confirm.example.invalid/account/verify,1
https://paypal-security-support-918.example.top:8443/session/token,1
http://91.21.171.41/secure/update?session=locked-32001,1
http://xn--sberbnk-8za.example/secure/update?continue=https://office.com/account,1
https://microsoft.com/search?page=27&lang=ru,0
https://discord-login-verify-account-28.account-restore-client.example.top/wallet/verify,1
http://201.61.191.81/billing/confirm?continue=https://gosuslugi.com/account,1
https://nalog.gov.ru/profile?page=19&lang=ru,0
http://apple--44583--auth--client.example.xyz/signin/payment?session=locked-44583,1
http://steam--4975--auth--client.example.xyz/password/reset?email=user4975@example.com,1
https://mozilla.org/?page=27&lang=ru,0
https://secure.sberbank.account.login.verify.bonus-gift-prize.example.net/bank/secure/urgent?email=user18877@example.com,1
https://numpy.org/blog/article?page=12&lang=ru,0
http://github.com/security?page=21&lang=ru,0
https://secure.paypal.account.login.verify.bonus-gift-prize.example.net/signin/payment?email=user22405@example.com,1
https://hse.com@secure-update-login-user.example.com.evil.bad/restore?token=verify-39020,1
https://pandas.pydata.org/api/reference?page=20&lang=ru,0
http://157.117.207.137/account/verify?session=locked-36897,1
https://hse.ru/security?page=27&lang=ru,0
https://secure.google.account.login.verify.wallet-payment-confirm.example.invalid/restore?session=locked-15789,1
http://scikit-learn.org/help?page=1&lang=ru,0
https://www.npmjs.com/download?page=23&lang=ru,0
https://clck.ru/sberbank-verify-account-12626,1
https://owasp.org/learn/security?page=18&lang=ru,0
https://google.com/security?page=19&lang=ru,0
https://gitlab.com/account/settings?page=4&lang=ru,0
https://office-login-verify-account-16.secure-login-example.bad/wallet/verify,1
https://bit.ly/sberbank-verify-account-22050,1
https://sberbank.com@secure-update-login-user.example.com.evil.bad/account/verify?token=verify-49676,1
https://pypi.org/api/reference?page=10&lang=ru,0
https://numpy.org/search?page=15&lang=ru,0
https://openstreetmap.org/account/settings?page=20&lang=ru,0
https://tinyurl.com/g00gle-verify-account-33650,1
https://tinkoff.com@secure-login-example.bad/password/reset,1
http://mozilla.org/docs?page=6&lang=ru,0
https://owasp.org/docs?page=28&lang=ru,0
http://owasp.org/support?page=6&lang=ru,0
http://scikit-learn.org/news?page=16&lang=ru,0
https://openstreetmap.org/privacy?page=18&lang=ru,0
https://numpy.org/docs/reference?page=9&lang=ru,0
https://owasp.org/privacy?page=2&lang=ru,0
https://sber-security-support-758.example.top:8443/unlock/limited,1
https://stackoverflow.com/mail/u/0/?page=7&lang=ru,0
https://clck.ru/google-verify-account-15314,1
https://gosuslugi.ru/docs?page=14&lang=ru,0
https://pandas.pydata.org/profile?page=5&lang=ru,0
http://icloud--32783--auth--client.example.xyz/client/cabinet/auth?continue=https://icloud.com/account,1
https://nalog.gov.ru/support?page=20&lang=ru,0
https://tinyurl.com/apple-verify-account-25754,1
https://docs.python.org/download?page=25&lang=ru,0
http://google.com/docs/reference?page=21&lang=ru,0
https://numpy.org/security?page=13&lang=ru,0
https://g00gle-login-verify-account-13.test-phishing.local/restore?redirect=https://g00gle.com/login,1
http://xn--gogle-85.example/login?session=locked-21099,1
https://rb.gy/office-verify-account-40378,1
https://sberbank-security-support-806.example.top:8443/wallet/verify?redirect=https://sberbank.com/login,1
https://apple-security-support-142.example.top:8443/billing/confirm?redirect=https://apple.com/login,1
https://mozilla.org/api/reference?page=30&lang=ru,0
https://tinkoff-login-verify-account-90.verify-session-token.example.click/bank/secure/urgent?token=verify-22400,1
https://habr.com/mail/u/0/?page=9&lang=ru,0
https://sberbank.ru/download?page=3&lang=ru,0
https://secure.discord.account.login.verify.verify-session-token.example.click/account/verify?continue=https://discord.com/account,1
https://paypal.com@login-verify-account.example.bad/session/token?token=verify-39980,1
https://bbc.com/news?page=14&lang=ru,0
https://secure.google.account.login.verify.secure-update-login-user.example.com.evil.bad/secure/update?continue=https://google.com/account,1
https://vk-security-support-574.example.top:8443/billing/confirm?redirect=https://vk.com/login,1
https://cloudflare.com/security?page=27&lang=ru,0
https://docs.python.org/security?page=13&lang=ru,0
https://pandas.pydata.org/docs?page=30&lang=ru,0
http://vk--14207--auth--client.example.xyz/confirm?continue=https://vk.com/account,1
https://secure.office.account.login.verify.login-verify-account.example.bad/signin/payment?continue=https://office.com/account,1
http://www.npmjs.com/profile?page=11&lang=ru,0
http://55.165.75.185/client/cabinet/auth?session=locked-44145,1
https://www.python.org/blog/article?page=20&lang=ru,0
http://51.181.71.121/signin/payment?continue=https://microsoft.com/account,1
https://facebook.com@test-phishing.local/restore?redirect=https://facebook.com/login,1
https://apple-security-support-94.example.top:8443/signin/payment,1
http://xn--gogle-85.example/billing/confirm?session=locked-363,1
https://secure.paypal.account.login.verify.payment-billing-support.example.xyz/session/token?email=user21949@example.com,1
https://office.com@wallet-payment-confirm.example.invalid/session/token,1
https://www.cloudflare.com/mail/u/0/?page=13&lang=ru,0
http://vk--40047--auth--client.example.xyz/restore?session=locked-40047,1
